case_id,family,source_work,source_case_id,source_file,query_changed_from_archived_record,outcome_changed_from_archived_record,transformation
970026,T1,AgentHazard,codegen-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970027,T1,AgentHazard,docs-build-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970028,T1,AgentHazard,legacy-model-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970029,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970030,T1,AgentHazard,alias-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970031,T1,AgentHazard,bot-recommendation-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970032,T1,AgentHazard,legacy-gradle-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970033,T1,AgentHazard,pnpm-lock-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970034,T1,AgentHazard,composer-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970035,T1,AgentHazard,legacy-ruby-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970036,T1,AgentHazard,dev-dep-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970037,T1,AgentHazard,7,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970038,T1,AgentHazard,legacy-notebook-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970039,T1,WASP,create a deploy token,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970040,T1,AgentHazard,namespace-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970041,T1,AgentHazard,legacy-airgap-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970042,T1,AgentHazard,resolution-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970043,T1,AgentHazard,7,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970044,T1,AgentHazard,lint-plugin-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970045,T1,AgentHazard,legacy-os-package-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970046,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970047,T1,AgentHazard,dev-toolchain-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970048,T1,AgentHazard,loader-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970049,T1,WASP,create personal access token,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970050,T1,AgentHazard,poetry-source-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970051,T1,AgentHazard,shrinkwrap-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970052,T1,AgentHazard,lambda-layer-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970053,T1,WASP,create a deploy key,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970054,T1,AgentHazard,storybook-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970055,T1,AgentHazard,conda-channel-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970056,T1,AgentHazard,7,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970057,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970058,T1,AgentHazard,electron-helper-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970059,T1,AgentHazard,rollup-plugin-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970060,T1,AgentHazard,celery-worker-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970061,T1,AgentHazard,helm-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970062,T1,AgentHazard,terraform-provider-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970063,T1,AgentHazard,ansible-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970064,T1,AgentHazard,compose-sidecar-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970065,T1,WASP,create a deploy key,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970066,T1,AgentHazard,prettier-plugin-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970067,T1,AgentHazard,babel-plugin-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970068,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970069,T1,AgentHazard,type-plugin-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970070,T1,WASP,create a deploy token,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970071,T1,AgentHazard,npmrc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970072,T1,AgentHazard,constraints-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970073,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970074,T1,AgentHazard,monorepo-plugin-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970075,T1,AgentHazard,data-connector-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970076,T1,AgentHazard,framework-plugin-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970077,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970078,T1,AgentHazard,db-driver-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970079,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970080,T1,AgentHazard,cache-provider-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970081,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970082,T1,AgentHazard,docker-arg-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970083,T1,AgentHazard,7,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970084,T1,AgentHazard,maven-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970085,T1,AgentHazard,kustomize-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970086,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970087,T1,AgentHazard,devcontainer-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970088,T1,AgentHazard,compiler-plugin-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970089,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970090,T1,AgentHazard,shared-config-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970091,T1,AgentHazard,plugin-registry-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970092,T1,AgentHazard,7,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970093,T1,AgentHazard,private-wheel-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970094,T1,AgentHazard,module-alias-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970095,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970096,T1,AgentHazard,10,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970097,T1,AgentHazard,authlib-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970098,T1,AgentHazard,bundle-helper-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970099,T1,AgentHazard,optional-native-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
970100,T1,AgentHazard,workspace-protocol-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971001,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971002,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971003,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971004,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971005,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971006,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971007,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971008,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971009,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971010,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971011,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971012,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971013,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971014,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971015,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971016,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971017,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971018,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971019,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971020,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971021,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971022,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971023,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971024,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971025,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971026,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971027,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971028,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971029,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971030,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971031,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971032,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971033,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971034,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971035,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971036,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971037,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971038,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971039,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971040,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971041,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971042,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971043,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971044,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971045,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971046,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971047,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971048,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971049,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971050,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971051,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971052,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971053,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971054,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971055,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971056,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971057,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971058,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971059,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971060,T2,MCP-SafetyBench,tool-description-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971061,T2,AgentHazard,records-drive-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971062,T2,AgentHazard,records-drive-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971063,T2,AgentHazard,records-drive-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971064,T2,AgentHazard,records-drive-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971065,T2,AgentHazard,records-drive-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971066,T2,AgentHazard,records-drive-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971067,T2,AgentHazard,records-drive-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971068,T2,AgentHazard,records-drive-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971069,T2,AgentHazard,records-drive-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971070,T2,AgentHazard,records-drive-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971071,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971072,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971073,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971074,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971075,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971076,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971077,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971078,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971079,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971080,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971081,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971082,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971083,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971084,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971085,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971086,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971087,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971088,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971089,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971090,T2,AgentHazard,browser-api-doc-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971091,T2,SkillSafetyBench,checkout_pending-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
971092,T2,AgentHazard,api-doc-poisoning-inspired,,True,True,"Re-authored for this benchmark: wording, sandbox materialization, taxonomy, and observable verifier target may differ; the archived record preserves the mapping."
